排名,股票代码,股票名称,资产垫等级,保守资产垫比率,宽松资产垫比率,自由现金流(元),资本开支率,兑现路径,资产垫得分,经营安全得分,兑现安全得分,综合评分,资产垫连续加分,经营安全连续调整,兑现安全连续加分,次级排序得分,评分模式
277,600588,用友网络,FAIL,-0.2575,-0.0392,"-1,005,059,997",N/A,NONE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.4886,continuous
278,301236,软通动力,FAIL,-0.2932,-0.0216,"-3,442,133,897",N/A,NONE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.4877,continuous
279,002475,立讯精密,FAIL,-0.2714,-0.0678,"-7,068,299,175",N/A,NONE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.4872,continuous
280,002241,歌尔股份,FAIL,-0.3556,-0.0129,"-584,755,267",N/A,NONE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.4856,continuous
281,000338,潍柴动力,FAIL,-0.5598,0.1554,"-2,716,475,757",N/A,NONE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.4828,continuous
282,601808,中海油服,FAIL,-0.4396,-0.0860,"-2,278,352,892",N/A,NONE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.4803,continuous
283,600875,东方电气,FAIL,-0.6385,0.1555,"-2,698,094,669",N/A,NONE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.4794,continuous
284,600372,中航机载,FAIL,-0.5086,-0.0241,"-861,405,491",N/A,NONE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.4792,continuous
285,000977,浪潮信息,FAIL,-0.4957,-0.0626,"-7,771,612,163",N/A,NONE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.4784,continuous
286,688472,阿特斯,FAIL,-0.5400,-0.0667,"-157,304,498",N/A,NONE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.4765,continuous
287,300014,亿纬锂能,FAIL,-0.5234,-0.1120,"-365,647,427",N/A,NONE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.4759,continuous
288,601136,首创证券,FAIL,-0.7669,0.1966,"-2,077,600,707",N/A,NONE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.4756,continuous
289,000768,中航西飞,FAIL,-0.6941,0.0779,"-1,288,930,687",N/A,NONE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.4747,continuous
290,000063,中兴通讯,FAIL,-0.6825,-0.1570,"-1,978,648,000",N/A,NONE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.4685,continuous
291,600010,包钢股份,FAIL,-0.6887,-0.2238,"-1,811,238,530",N/A,NONE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.4657,continuous
292,688223,晶科能源,FAIL,-0.9282,0.0260,"-831,730,578",N/A,NONE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.4641,continuous
293,000938,紫光股份,FAIL,-0.8309,-0.1396,"-3,092,736,551",N/A,NONE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.4626,continuous
294,601238,广汽集团,FAIL,-1.0398,0.0646,"-3,246,271,265",N/A,NONE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.4609,continuous
295,601788,光大证券,FAIL,-2.1984,1.4300,"-372,753,652",N/A,NONE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.4555,continuous
296,600515,海南机场,FAIL,-0.8347,-0.4682,"-66,514,659",N/A,NONE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.4526,continuous
297,600438,通威股份,FAIL,-1.6067,-0.6972,"-2,655,650,520",N/A,NONE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.4171,continuous
298,000617,中油资本,FAIL,-7.9683,-0.2703,"-13,637,923,990",N/A,NONE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.2923,continuous
299,601868,中国能建,FAIL,-4.5631,-1.5727,"-23,721,628,000",N/A,NONE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.2706,continuous
300,000002,万科A,FAIL,-15.7180,-2.8870,"-2,163,425,442",N/A,NONE,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.2152,continuous
